Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2020,Jeep,Wrangler Unlimited Sahara,Used,"$39,989 ",4.8,77,Dealer,EchoPark Automotive Austin Delivery Center,4.9,68,Online Only Austin,TX,78717,Great,4.8,4.8,4.8,4.5,4.9,4.8,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXEN1LW199073,RLW199073,47434
2020,Jeep,Wrangler Unlimited Sport,Used,"$40,998 ",4.8,77,Dealer,CarMax Ft. Myers - Now offering Curbside Pickup and Home Delivery,3.3,21,3000 Colonial Blvd Fort Myers,FL,33966,Good,4.8,4.8,4.8,4.5,4.9,4.8,Black,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXDN6LW114231,22949117,32339
2021,Jeep,Wrangler Unlimited Sahara,Used,"$46,000 ",4.9,46,Dealer,Sheehy Volkswagen of Springfield,4.8,652,6601 Backlick Rd Springfield,VA,22150,Great,4.9,5,4.9,4.6,4.9,4.8,Sarge Green Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,6-Speed Manual,3.6L V6 24V MPFI DOHC,1C4HJXEG7MW523193,LWZ1966,14001
2020,Jeep,Wrangler Unlimited Rubicon,Used,"$53,493 ",4.8,77,Dealer,Mac Haik Chevrolet,4.6,809,11711 Katy Fwy Houston,TX,77079,Great,4.8,4.8,4.8,4.5,4.9,4.8,Granite Crystal Clearcoat Metallic,Dark Saddle / Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXFN0LW222616,P10967,16614
2021,Jeep,Wrangler Unlimited Sahara Altitude,Used,"$58,970 ",4.9,46,Dealer,Jim Cogdill Chrysler Dodge Jeep RAM,3.6,202,8544 Kingston Pike Knoxville,TN,37919,Fair,4.9,5,4.9,4.6,4.9,4.8,Black Clearcoat,Black,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXEG5MW626807,MW626807P,17620
2017,Kia,Sorento SX,Used,"$25,999 ",4.8,488,Dealer,Liberty Mitsubishi,4,4,600 Cambell St Rapid City,SD,57701,Good,4.8,4.8,4.7,4.8,4.8,4.8,Titanium Silver,Gray,All-wheel Drive,17,23,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,5XYPKDA57HG220154,22SF042A,85417
2014,Land,Rover Range Rover Sport Supercharged HSE,Used,"$29,995 ",4.7,26,Dealer,Crown Auto Group,4.2,58,624 S Washington St Falls Church,VA,22046,Good,4.8,4.8,4.8,4.2,4.8,4.6,Santorini Black,Ebony / Lunar / Cirrus,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALWR2WF3EA390660,CAG4579,83664
2017,Land,Rover Range Rover Sport 3.0L Supercharged HSE,Used,"$41,995 ",4.8,38,Dealer,Jaguar Land Rover South Bay,4.7,240,3233 Pacific Coast Hwy Torrance,CA,90505,Good,4.9,4.8,4.9,4.6,4.9,4.7,Corris Grey,Ebony / Ebony,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALWR2FV7HA130970,HA130970,91271
2015,Land,Rover Range Rover 3.0L Supercharged HSE,Used,"$45,995 ",4.6,22,Dealer,Imperial Highline,4.4,13,8201 Leesburg PIke Vienna,VA,22182,Good,4.8,4.6,4.5,4.3,4.9,4.5,Santorini Black,Ivory / Ebony,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALGS2VF3FA208743,8743,55108
2018,Land,Rover Range Rover HSE,Used,"$52,874 ",3.8,10,Dealer,26 Motors Bronx,3.7,3,4015 Boston Road Bronx,NY,10466,NA,4,4.2,3.6,3.2,4.3,3.1,Santorini Black,Ebony,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SV6JA511651,511651,84844
2017,Land,Rover Range Rover Sport 3.0L Supercharged HSE Dynamic,Used,"$53,000 ",4.8,38,Private,Owais,3.6,67,Chantilly,VA,20152,Great,4.9,4.8,4.9,4.6,4.9,4.7,White,Red,Four-wheel Drive,17,23,Gasoline Fuel,8-Speed A/T,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,SALWV2FV0HA134046,–,55000
2017,Land,Rover Range Rover 3.0L Supercharged HSE,Used,"$53,952 ",4.6,20,Dealer,Jaguar Land Rover Woodland Hills,4.3,500,22006 West Erwin Street Woodland Hills,CA,91367,Good,4.8,4.7,4.7,4.2,4.6,4.5,Santorini Black,Ebony / Ivory,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALGS2FV2HA358125,HA358125,62883
2019,Land,Rover Range Rover Sport 3.0L Supercharged HSE,Used,"$62,990 ",4.7,11,Dealer,Jaguar Land Rover Bethesda,4.6,675,11617 Old Georgetown Rd North Bethesda,MD,20852,Great,4.7,4.9,4.7,4.3,4.9,4.6,Narvik Black,Ebony/Ebony/Ebony/Ebony,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALWR2RV1KA844709,KA844709,40234
2019,Land,Rover Range Rover Sport 3.0L Supercharged SE,Used,"$65,996 ",4.7,11,Dealer,Grand Motorcars Kennesaw,2,31,890 Cobb Place Blvd Kennesaw,GA,30144,Great,4.7,4.9,4.7,4.3,4.9,4.6,Santorini Black,Ebony/Ebony/Ebony/Ebony,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALWG2RV1KA419206,KA419206,34311
2019,Land,Rover Range Rover HSE,Used,"$74,998 ",4.5,16,Dealer,Beverly Hills BMW,4.6,499,5070 Wilshire Blvd LA,CA,90036,Good,4.7,4.6,4.5,3.9,4.5,4.4,Santorini Black,Ebony,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SV9KA536657,TKA536657,49603
2019,Land,Rover Range Rover 3.0L V6 Supercharged HSE,Used,"$84,599 ",4.5,16,Dealer,Land Rover Denver,4.6,240,6160 S Broadway Littleton,CO,80121,Good,4.7,4.6,4.5,3.9,4.5,4.4,Fuji White,Almond / Espresso / Ivory,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SV6KA544070,KA544070,10543
2013,Lincoln,MKX Base,Used,"$18,249 ",4.7,55,Dealer,Van Horn Ford of Sheboygan,4.9,8,3624 Kohler Memorial Drive Sheboygan,WI,53081,Good,4.8,4.6,4.6,4.6,4.7,4.7,White Platinum Tri-Coat Metallic,Light Stone,All-wheel Drive,17,23,Gasoline,6-Speed Automatic,3.7L V6 24V MPFI DOHC,2LMDJ8JK1DBL19845,T181571T,75915
2017,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,"$52,951 ",4.8,13,Dealer,AutoNation Ford Littleton,4.3,1482,8252 S Broadway Littleton,CO,80122,Fair,4.9,4.8,4.9,4.7,4.8,4.8,Gray Metallic,–,All-wheel Drive,17,23,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGED6EB3HA081701,HA081701,70000
2011,Mitsubishi,Lancer Evolution GSR,Used,"$29,901 ",4.6,14,Dealer,Mullinax Ford of West Palm Beach,4.7,752,1210 Northlake Blvd Lake Park,FL,33403,Great,4.4,4.1,4.8,4.9,4.6,4.9,Phantom Black Pearl,Black,All-wheel Drive,17,23,Gasoline,5-Speed Manual,2.0L I4 16V MPFI DOHC Turbo,JA32W8FV1BU028912,28912,14066
2020,Nissan,Frontier PRO-4X,Nissan Certified,"$36,492 ",4.6,31,Dealer,Crown Nissan of Greenville,4.5,393,2712 Laurens Rd Greenville,SC,29607,Great,4.7,4.5,4.6,4.6,4.6,4.5,Magnetic Black,–,Four-wheel Drive,17,23,Gasoline,9-Speed Automatic,3.8L V6 24V GDI DOHC,1N6ED0EB7LN712904,GRTP170105A,15599
2017,Porsche,Macan S,Used,"$34,673 ",4.8,78,Dealer,"Greenway Dodge, Chrysler, Jeep, RAM",4.6,3722,9051 E Colonial Dr Orlando,FL,32817,Good,4.9,4.8,5,4.5,4.9,4.9,Night Blue Metallic,Saddle Brown,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A54HLB11972,T220553D,86467
2015,Porsche,Macan S,Used,"$38,995 ",4.7,32,Dealer,Avon Auto Brokers,4.7,798,159 Memorial Dr Avon,MA,2322,Fair,4.8,4.8,4.9,4.3,4.8,4.7,Aurum Metallic,Luxor Beige,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A54FLB56052,FLB56052,54393
2016,Porsche,Macan S,Used,"$39,900 ",4.8,26,Dealer,Sundance Chevrolet,4.8,9159,5895 E Saginaw Hwy Grand Ledge,MI,48837,Good,4.8,4.8,4.8,4.4,5,4.8,White,–,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A58GLB45072,225122B,47923
2018,Porsche,Macan S,Used,"$46,989 ",4.8,68,Dealer,Auto Web Expo,4.6,750,2311 Midway Rd Carrollton,TX,75006,Fair,4.9,4.8,4.9,4.5,4.9,4.9,Agate Gray Metallic,Black,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AB2A53JLB30129,PB30129,53803
2017,Porsche,Cayenne Platinum Edition,Used,"$48,901 ",4.7,34,Dealer,Porsche Salt Lake City,4.8,55,1045 S State St Salt Lake City,UT,84111,Good,4.8,4.8,4.9,4.4,4.8,4.7,Mahogany Metallic,Agate Grey,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,WP1AA2A25HKA83565,PHKA83565,53907
2018,Porsche,Macan GTS,Used,"$54,983 ",4.8,68,Dealer,AutoNation USA Katy,4.5,285,15625 Katy Fwy Houston,TX,77094,Fair,4.9,4.8,4.9,4.5,4.9,4.9,Carrara White Metallic,–,All-wheel Drive,17,23,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AG2A56JLB63076,JLB63076,65250
2017,Subaru,WRX STI Base,Used,"$35,991 ",4.7,29,Dealer,AutoNation Audi Volkswagen Spokane,4.6,176,10006 E Sprague Ave Spokane Valley,WA,99206,Good,4.3,4.6,4.9,4.7,4.7,4.7,Dark Gray Metallic,Black,AWD,17,23,Gasoline,6-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,JF1VA2M67H9837628,H9837628,21915
2012,Toyota,4Runner SR5,Used,"$23,541 ",4.7,34,Dealer,AutoNation Toyota Hayward,4.4,1071,24773 Mission Blvd Hayward,CA,94544,Fair,4.7,4.6,4.4,4.6,4.9,4.9,Black,–,Rear-wheel Drive,17,23,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEZU5JR3C5043790,C5043790,105469
2019,Volkswagen,Atlas 3.6L S,Used,"$28,590 ",4.5,132,Dealer,Fox Valley Volkswagen of St. Charles,4.8,694,4050 E Main St St Charles,IL,60174,Good,4.7,4.6,4.3,4.5,4.7,4.4,Deep Black Pearl Effect,Titan Black,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2GR2CA0KC546558,V10272A,65477
2019,Volkswagen,Atlas 3.6L SE w/Technology,Used,"$29,992 ",4.5,132,Dealer,Perrysburg Automall,4.7,467,26875 N Dixie Hwy Perrysburg,OH,43551,Fair,4.7,4.6,4.3,4.5,4.7,4.4,Pacific Blue,Titan Black,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2UR2CA2KC507103,V22-323A,87568
2019,Volkswagen,Atlas 3.6L SEL,Used,"$38,991 ",4.5,132,Dealer,Hendrick Lexus Kansas City North,4.8,615,9300 NW Prairie View Rd KCMO,MO,64153,Good,4.7,4.6,4.3,4.5,4.7,4.4,Fortana Red Metallic,Titan Black,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2MR2CA0KC515474,N40366A,46202
2019,Volkswagen,Atlas 3.6L V6 SEL Premium,Used,"$39,000 ",4.5,132,Dealer,Faulkner Volkswagen,4.7,291,6631 Carlisle Pike Mechanicsburg,PA,17050,Good,4.7,4.6,4.3,4.5,4.7,4.4,Fortana Red Metallic,Shetland Beige,All-wheel Drive,17,23,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1V2NR2CA9KC578173,KC578173,37662
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology,Used,"$40,000 ",4.8,42,Dealer,Volkswagen of Alamo Heights,4.4,330,1402 NE Interstate 410 Loop San Antonio,TX,78209,Good,4.9,4.7,4.8,4.9,4.9,4.9,Deep Black Pearl Effect,Titan Black,Front-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2WR2CA6MC596069,MC596069,17001
2020,Volkswagen,Atlas Cross Sport 3.6L V6 SEL,Used,"$42,570 ",4.7,34,Dealer,Clay Cooley Chevrolet,4.4,793,1251 E Airport Fwy Irving,TX,75062,Good,4.8,4.6,4.5,4.6,4.8,4.6,Aurora Red Metallic,Titan Black,Front-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2EE2CA4LC223229,N5116594B,14555
2019,Volkswagen,Atlas 3.6L SEL Premium,Used,"$42,998 ",4.5,132,Dealer,CarMax Dulles - Now offering Curbside Pickup and Home Delivery,2.9,22,45210 Towlern Pl Sterling,VA,20165,Fair,4.7,4.6,4.3,4.5,4.7,4.4,Platinum Gray Metallic,Black,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2NR2CA9KC612161,22811861,37787
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,Used,"$43,488 ",4.8,42,Dealer,Bill Jacobs VW,4.5,614,2211 Aurora Ave Naperville,IL,60540,Good,4.9,4.7,4.8,4.9,4.9,4.9,Pyrite Silver Metallic,Titan Black,Front-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2PR2CA4MC540586,A8508P,19130
2014,Audi,RS 5 4.2,Used,"$47,455 ",4.8,15,Dealer,Cherry Hill Imports,4.5,283,2261 Marlton Pike W Cherry Hill,NJ,8002,Fair,4.7,4.9,4.8,4.6,4.9,4.8,Sepang Blue Pearl Effect,Black,All-wheel Drive,16,23,Gasoline,7-Speed Automatic with Auto-Shift,4.2L V8 32V GDI DOHC,WUAC6AFR1EA900322,AU9379,47425
2011,BMW,X5 xDrive35i,Used,"$11,999 ",4.3,86,Dealer,Keyless Motors,4.6,140,1849 Morris Ave Union,NJ,7083,NA,4.5,4.5,4.4,4,4.6,3.9,Black Sapphire Metallic,Black,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXZV4C55BL401907,401907,88560
2012,BMW,X5 xDrive35i Premium,Used,"$12,499 ",4.5,87,Dealer,Prestige Imports Auto Sales,3.7,54,654 W Bridge St Morrisville,PA,19067,NA,4.6,4.7,4.7,4.2,4.7,4.1,Black,Brown,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXZV4C51CL989967,989967,75012
2013,BMW,X5 xDrive35i Premium,Used,"$13,499 ",4.6,80,Dealer,BELOW BLUEBOOK AUTO SALES LLC,4,11,2541 Paxton St Harrisburg,PA,17111,Fair,4.7,4.6,4.8,4.3,4.8,4.6,White,Black,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXZV4C56D0B09450,B09450,127871
2013,BMW,X5 xDrive35i,Used,"$14,995 ",4.6,80,Dealer,Autos Direct of Fredericksburg - Lafayette,4.2,275,4540 Lafayette Blvd Fredericksburg,VA,22408,Great,4.7,4.6,4.8,4.3,4.8,4.6,Silver Metallic,Cinnamon Brown,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXZV4C5XD0B04218,D9339,50569
2012,Cadillac,SRX Performance Collection,Used,"$13,997 ",4.6,95,Dealer,Luther Cadillac,4.7,1721,2325 Prior Ave N Roseville,MN,55113,Fair,4.6,4.6,4.7,4.5,4.7,4.6,Gray Flannel Metallic,Ebony,All-wheel Drive,16,23,E85 Flex Fuel,6-Speed Automatic,3.6L V6 24V GDI DOHC Flexible Fuel,3GYFNEE39CS580027,P7316A,141432
2014,Chevrolet,Traverse LS,Used,"$8,495 ",4.6,107,Dealer,Family Certified Motors,4,33,1086 Candia Road Manchester,NH,3109,Great,4.7,4.6,4.5,4.5,4.7,4.6,White,Black,All-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GNKVFED8EJ301195,2169,144812
2016,Chevrolet,Tahoe LT,Used,"$32,950 ",4.6,84,Dealer,Shift Bay Area,3.5,141,2000 Maritime St #100 Oakland,CA,94607,Good,4.8,4.7,4.5,4.2,4.7,4.7,Black,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSCBKC4GR219530,C194442,80371
2016,Chevrolet,Suburban LT,Used,"$34,855 ",4.6,46,Dealer,Garrett Motors,4.9,77,197 N Arizona Blvd Coolidge,AZ,85128,Good,4.9,4.7,4.5,4.3,4.7,4.4,Iridescent Pearl Tricoat,Jet Black / Dark Ash,Rear-wheel Drive,16,23,E85 Flex Fuel,6-Speed Automatic,5.3L V8 16V GDI OHV Flexible Fuel,1GNSCHKCXGR423008,P5418,84963
2014,Chevrolet,Silverado 1500 LTZ,Used,"$34,995 ",4.6,266,Dealer,Elite Auto Wholesale Inc.,1,1,2400 E Main St Visalia,CA,93291,Fair,4.7,4.7,4.5,4.4,4.7,4.5,Black,Beige,Rear-wheel Drive,16,23,E85 Flex Fuel,6-Speed Automatic,5.3L V8 16V GDI OHV Flexible Fuel,3GCPCSEC6EG306305,4658,93863
2018,Chevrolet,Suburban LT,Used,"$37,986 ",4.9,44,Dealer,Sewell Cadillac,3.9,74,12221 Katy Fwy Houston,TX,77079,Great,4.9,4.9,4.9,4.6,4.9,4.9,Tungsten Metallic,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSCHKC6JR138121,5139569B,65213
2017,Chevrolet,Silverado 1500 1LZ,Used,"$38,998 ",4.7,312,Dealer,Texas Auto South,4.5,746,16200 Hwy 3 Webster,TX,77598,Good,4.8,4.7,4.7,4.5,4.9,4.7,Black,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,3GCPCSEC2HG447540,P447540,45817
2018,Chevrolet,Tahoe LS,Used,"$43,971 ",4.7,90,Dealer,Chapman Chevrolet,4.6,1489,1717 E Baseline Rd Tempe,AZ,85283,Good,4.9,4.8,4.8,4.6,4.8,4.8,Black,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSCAKCXJR376531,Z6218A,43261
2010,Chrysler,Town & Country Touring Plus,Used,"$10,775 ",4.4,92,Dealer,AutoNation Toyota Pinellas Park,4.6,2266,8501 US Hwy 19 N Pinellas Park,FL,33781,Good,4.5,4.4,4.3,4.3,4.4,4.3,Deep Cherry Red Crystal Pearl,–,Front-wheel Drive,16,23,Gasoline,Automatic,3.8L V6 12V MPFI OHV,2A4RR8D19AR480992,AR480992,87405
2012,Ford,Flex Limited,Used,"$14,998 ",4.7,34,Dealer,BG Motorcars,4.1,44,31W377 Schoger Dr Naperville,IL,60564,Fair,4.9,4.7,4.6,4.6,4.7,4.6,Silver,Tan,All-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMHK6DC2CBD06782,D06782,115250
2018,Ford,Flex Limited,Used,"$25,611 ",4.7,44,Dealer,Toyota of Paris,4.8,61,3235 New Loop 286 Paris,TX,75460,Good,4.9,4.7,4.6,4.5,4.7,4.7,Ingot Silver Metallic,Charcoal Black,Front-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5D82JBA05203,TJBA05203,84153
2019,Ford,Flex Limited,Used,"$26,996 ",4.8,50,Dealer,North Central Ford,4.7,944,1819 N Central Expy Richardson,TX,75080,Great,4.9,4.8,4.7,4.7,4.7,4.8,White,Black,Front-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5D81KBA10569,TKBA10569,57951
2019,Ford,Flex SEL,Used,"$30,000 ",4.8,50,Dealer,South County Dodge Chrysler Jeep RAM,4.7,1656,7127 S Lindbergh Blvd Saint Louis,MO,63125,Good,4.9,4.8,4.7,4.7,4.7,4.8,Oxford White,Dark Earth Gray,Front-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMGK5C81KBA25641,N1736AA,49484
2012,GMC,Acadia Denali,Used,"$17,000 ",4.3,111,Dealer,Volkswagen of Downtown Chicago,4.5,1709,1111 N Clark St Chicago,IL,60610,Good,4.6,4.5,4,3.9,4.6,4.1,Carbon Black Metallic,Ebony,All-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKVTED2CJ210478,V542695A,87500
2015,GMC,Yukon SLT,Used,"$32,950 ",4.4,81,Dealer,Shift Bay Area,3.5,141,2000 Maritime St #100 Oakland,CA,94607,Good,4.6,4.6,4.4,4.1,4.7,4.2,Onyx Black,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS1BKC4FR130591,C1480504,82136
2016,GMC,Yukon SLT,Used,"$36,255 ",4.3,59,Dealer,Sterling McCall Toyota,4.4,554,9400 Southwest Fwy Houston,TX,77074,Good,4.6,4.6,4.2,4,4.6,4.1,Onyx Black,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS1BKC9GR194322,GR194322,87371
2019,GMC,Sierra 1500 Limited SLE,Used,"$37,340 ",4.9,25,Dealer,Dave Arbogast Buick GMC,4.8,962,3540 South County Line Road 25A Troy,OH,45373,Great,5,4.9,5,4.8,5,5,Stone Blue Metallic,Jet Black,Four-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,2GTV2MEC1K1151902,FPK32353T,30211
2018,GMC,Sierra 1500 SLT,Used,"$38,999 ",4.8,167,Dealer,Mungenast St. Louis Honda,4.9,2629,5939 S Lindbergh Blvd Saint Louis,MO,63123,Good,4.9,4.8,4.7,4.6,4.8,4.8,Quicksilver Metallic,Dark Ash,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,3GTP1NEC3JG609138,P18450,48031
2018,GMC,Yukon SLT,Used,"$39,900 ",4.9,47,Dealer,Hardee Auto Sales,4.5,54,3990 W Highway 501 Conway,SC,29526,Good,4.9,5,5,4.7,4.9,4.9,Onyx Black,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS1BKC5JR193921,221433,103787
2017,GMC,Yukon SLT,Used,"$39,999 ",4.7,79,Dealer,Platinum Chevrolet Cadillac,4.9,6,1212 W Moore Ave Terrell,TX,75160,Good,4.8,4.8,4.7,4.3,4.9,4.7,Quicksilver Metallic,Jet Black,Rear-wheel Drive,16,23,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GKS1BKC7HR167573,T220336BB,83978
2013,Jeep,Grand Cherokee Laredo,Used,"$16,999 ",4.7,90,Dealer,Premiere Motorsports,4.4,38,16300 S Lincoln Hwy STE 1 Plainfield,IL,60586,Good,4.7,4.7,4.6,4.6,4.8,4.6,True Blue Pearlcoat,Black,–,16,23,E85 Flex Fuel,5-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,1C4RJFAG2DC507098,PM4810,99453
2012,Jeep,Grand Cherokee Overland,Used,"$19,998 ",4.5,179,Dealer,CarMax North Attleboro - Now offering Curbside Pickup and Home Delivery,3.4,3,120 Draper Ave North Attleborough,MA,2760,Good,4.6,4.6,4.5,4.3,4.7,4.4,Black,Dark Frost Beige / Light Frost Beig,Four-wheel Drive,16,23,E85 Flex Fuel,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,1C4RJFCG1CC220685,22766284,86582
2021,Jeep,Gladiator Sport,Used,"$41,500 ",4.9,57,Dealer,Arrigo Dodge Chrysler Jeep Ram Margate,4.2,1714,2250 N St Rd 7 Margate,FL,33063,Great,4.9,4.9,4.9,4.6,5,5,Snazzberry Pearlcoat,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6HJTAG7ML573826,L121808A,11440
2020,Jeep,Gladiator Rubicon,Used,"$52,800 ",4.6,150,Dealer,Tate Used Cars,4,13,7139 Ritchie Hwy Glen Burnie,MD,21061,Good,4.7,4.7,4.6,4.3,4.8,4.6,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6JJTBG7LL144748,22892A,17510
2021,Jeep,Gladiator Rubicon,Used,"$53,600 ",4.9,57,Dealer,Palmen Chrysler Dodge Jeep RAM of Racine,4.9,580,8320 Washington Ave. Racine,WI,53406,Great,4.9,4.9,4.9,4.6,5,5,Sarge Green Clearcoat,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6JJTBG6ML560095,P6827,15294
2011,Lexus,LS 460 Base,Used,"$17,899 ",5,26,Dealer,xDrive Motors Inc.,3.7,42,463 S Main Street West Bridgewater,MA,2379,Fair,5,4.9,4.9,5,4.9,5,Black,–,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,JTHCL5EF6B5009594,31-4631,130602
2015,Lexus,LS 460,Used,"$27,888 ",4.8,18,Dealer,Auto Buying Service,4.7,148,2971 Prosperity Ave Fairfax,VA,22031,Great,4.9,4.8,4.7,4.6,4.8,4.9,White,–,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,4.6L V8 32V PDI DOHC,JTHCL5EF6F5025557,ABS2955,70492
2011,Lexus,IS-F Base,Used,"$34,995 ",4.3,10,Dealer,Mint Auto Sales,4.3,182,6036 Orange Blossom Trail Orlando,FL,32809,Great,4,4,4.5,4.1,4.3,4.8,Black,Black,Rear-wheel Drive,16,23,Gasoline,8-Speed Automatic,5.0L V8 32V PDI DOHC,JTHBP5C29B5008147,8575,63954
2016,Porsche,Cayenne GTS,Used,"$56,998 ",4.8,39,Dealer,Autobahn USA Westborough,4.8,1789,88 Turnpike Road Westboro,MA,1581,Good,4.9,4.8,4.9,4.5,4.9,4.9,White,Garnet Red,All-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC Twin Turbo,WP1AD2A25GLA79628,AB4606,47122
